71, n007-init, 1302464542646328651/9007199254740992
73, n004-end, 1305359719762680247/9007199254740992
94, final, 163283673924405373/1125899906842624
35, n002-init, 163668534725066181/1125899906842624
63, final, 1310342249931260877/9007199254740992
35, n002-end, 164474604891161669/1125899906842624
36, n004-init, 1317650072188252813/9007199254740992
78, n004-end, 1321719480046889573/9007199254740992
34, initial, 83060987366105605/562949953421312
44, n004-init, 664516183260069657/4503599627370496
73, n004-init, 83371340616644771/562949953421312
35, n004-init, 41787907800531329/281474976710656
34, n002-init, 669281419508234965/4503599627370496
34, n002-end, 669281419508234965/4503599627370496
52, n004-end, 83753692661336743/562949953421312
48, n004-end, 1340267307964043115/9007199254740992
74, n021-end, 1340564019281178305/9007199254740992
81, n021-init, 1340564019281178305/9007199254740992
81, n021-end, 1340564019281178305/9007199254740992
50, n004-end, 335666467310045337/2251799813685248
58, n007-end, 1342952405592061233/9007199254740992
78, n004-init, 335948622531770219/2251799813685248
55, n004-end, 672768809521820959/4503599627370496
89, n028-end, 673259452783631049/4503599627370496
82, n028-init, 673259452783631049/4503599627370496
64, n004-end, 84315858780712515/562949953421312
37, n004-end, 1349480355954113467/9007199254740992
71, n007-end, 1352113923485071147/9007199254740992
58, n014-init, 339472395625760051/2251799813685248
91, n028-end, 169793865127826793/1125899906842624
48, final, 340013176328899071/2251799813685248
34, n004-init, 680871283605339023/4503599627370496
33, initial, 85219700830308673/562949953421312
42, n004-end, 1364299322054805581/9007199254740992
32, initial, 85290564768674781/562949953421312
89, final, 1365016529911519795/9007199254740992
73, n004-end, 170642944877580281/1125899906842624
50, n004-init, 1366229189157146717/9007199254740992
58, n014-end, 42699212834624111/281474976710656
71, n014-init, 42699212834624111/281474976710656
55, n004-init, 42718238961141577/281474976710656
57, n004-end, 683586532784325007/4503599627370496
74, n028-init, 1367249924980668733/9007199254740992
52, n004-init, 341917702074433021/2251799813685248
46, n004-end, 342242392344541195/2251799813685248
81, n027-init, 1368974941328149873/9007199254740992
64, n007-init, 684520745072448145/4503599627370496
51, n004-end, 1370502723468001005/9007199254740992
49, n004-end, 686472203442403161/4503599627370496
71, n014-end, 1375080313485004221/9007199254740992
33, n002-init, 85952274757698589/562949953421312
32, n002-init, 86072459371163897/562949953421312
57, n007-init, 1377281040890124951/9007199254740992
91, final, 689778531389038891/4503599627370496
37, n004-init, 1380785498110110197/9007199254740992
33, n002-end, 1381248427465902847/9007199254740992
58, n017-init, 43196937011028753/281474976710656
73, n007-init, 691916523987025827/4503599627370496
51, n007-init, 692159847672514411/4503599627370496
42, n004-init, 1384506969421220287/9007199254740992
31, initial, 43274545100200351/281474976710656
58, n017-end, 692569950458844551/4503599627370496
30, initial, 21644110341091289/140737488355328
51, n007-end, 693813745736910449/4503599627370496
32, n002-end, 694277036659765701/4503599627370496
71, n017-init, 1388751471699079915/9007199254740992
56, n004-end, 1390915928694293677/9007199254740992
58, n009-init, 347805650629475789/2251799813685248
46, final, 695804121219242035/4503599627370496
40, n004-end, 1392682368818797797/9007199254740992
77, n028-end, 696764590984982523/4503599627370496
31, n002-init, 87148421816892317/562949953421312
30, n002-init, 87182015213448023/562949953421312
64, n007-end, 697570451683250191/4503599627370496
33, n004-init, 349574030531981411/2251799813685248
29, initial, 10933500004848239/70368744177664
38, n004-end, 350235326360251405/2251799813685248
31, n002-end, 1401993476413719261/9007199254740992
49, n004-init, 701263916397781869/4503599627370496
58, n020-init, 350726282420088509/2251799813685248
30, n002-end, 1403035802171616795/9007199254740992
58, n021-init, 702189573123198649/4503599627370496
40, final, 1405712063008984513/9007199254740992
32, n004-init, 1408690260170723619/9007199254740992
58, n020-end, 1409883372904266291/9007199254740992
73, n007-end, 705139662892053461/4503599627370496
29, n002-init, 705473825963780069/4503599627370496
29, n002-end, 1412274212370691109/9007199254740992
28, initial, 88282708427340125/562949953421312
71, n017-end, 1412893073631236799/9007199254740992
51, n014-init, 1412893073631236799/9007199254740992
55, n004-end, 22096458663188071/140737488355328
77, final, 707184070317333103/4503599627370496
56, n004-init, 1416223075670054797/9007199254740992
50, n004-end, 1418100388657304429/9007199254740992
30, n004-init, 1419210615719911653/9007199254740992
38, final, 709897649547506933/4503599627370496
71, n009-init, 1420260102308397673/9007199254740992
58, n009-end, 177576502073192851/1125899906842624
28, n002-init, 355443493015444601/2251799813685248
51, n014-end, 1422673989330399819/9007199254740992
64, n014-init, 1422673989330399819/9007199254740992
31, n004-init, 1425618101385541889/9007199254740992
43, n004-end, 714133662141262381/4503599627370496
71, n009-end, 1428459874079588845/9007199254740992
29, n004-init, 714894150362554935/4503599627370496
57, n007-end, 1431000620097098167/9007199254740992
55, n004-init, 1431349202623967581/9007199254740992
71, n020-init, 178963219855318375/1125899906842624
64, n014-end, 1432246279985560717/9007199254740992
73, n014-init, 1432246279985560717/9007199254740992
71, n020-end, 179494527149817791/1125899906842624
50, n007-init, 1436911765065829167/9007199254740992
50, n007-end, 1436911765065829167/9007199254740992
52, n004-end, 359234425447640905/2251799813685248
28, n002-end, 359262126128789489/2251799813685248
73, n014-end, 1439774458725711553/9007199254740992
57, n014-init, 1440075145572635235/9007199254740992
27, initial, 45260371705022197/281474976710656
57, n014-end, 1449427904483125857/9007199254740992
51, n017-init, 1449427904483125857/9007199254740992
54, n004-end, 1452666536941634943/9007199254740992
52, n007-init, 1452794047104004731/9007199254740992
28, n004-init, 1454094777935762567/9007199254740992
43, n004-init, 1455672031621569527/9007199254740992
49, n004-end, 727964362472577053/4503599627370496
26, initial, 45520474557313079/281474976710656
27, n002-init, 728985628546633887/4503599627370496
42, n004-end, 1459204393416727711/9007199254740992
47, n004-end, 22809578650966991/140737488355328
35, n004-end, 1425666989245357/8796093022208
26, n002-init, 91524835994616057/562949953421312
30, n004-end, 1466132809589551925/9007199254740992
58, n021-end, 734660870827817169/4503599627370496
71, n021-init, 734660870827817169/4503599627370496
51, n017-end, 1469769300409868529/9007199254740992
50, n014-init, 1469769300409868529/9007199254740992
52, n007-end, 1471252218277999591/9007199254740992
81, n027-end, 1474371782687576113/9007199254740992
27, n002-end, 368675496770128113/2251799813685248
51, n009-init, 1476643627667470743/9007199254740992
37, n004-end, 1477304753812071189/9007199254740992
26, n002-end, 738915703662100039/4503599627370496
50, n014-end, 1479070803208671471/9007199254740992
64, n017-init, 1479070803208671471/9007199254740992
69, n004-end, 740805206276229987/4503599627370496
49, n004-init, 741167335613773751/4503599627370496
54, n004-init, 1483059287816790621/9007199254740992
25, initial, 92740599280627635/562949953421312
30, final, 1486799829005034215/9007199254740992
45, n004-end, 1486942202513359623/9007199254740992
42, n004-init, 46472395179198487/281474976710656
51, n020-init, 1487146667137313303/9007199254740992
56, n004-end, 1488011894882221261/9007199254740992
47, n004-init, 744022471941258693/4503599627370496
35, n004-init, 745149085803558357/4503599627370496
27, n004-init, 745173304018489655/4503599627370496
26, n004-init, 186366199639353221/1125899906842624
81, final, 372826541456547913/2251799813685248
71, n021-end, 746012024349957093/4503599627370496
51, n021-init, 746012024349957093/4503599627370496
25, n002-init, 746842022890517763/4503599627370496
64, n017-end, 1495414143129038863/9007199254740992
73, n017-init, 1495414143129038863/9007199254740992
58, n027-init, 1498879284339216203/9007199254740992
69, final, 11726845239541919/70368744177664
28, n004-end, 1501269893960475967/9007199254740992
56, n007-init, 1502604429738397659/9007199254740992
24, initial, 93971911305236579/562949953421312
23, initial, 94002728556823525/562949953421312
64, n009-init, 1505607732158851207/9007199254740992
39, n004-end, 376465370329848147/2251799813685248
51, n009-end, 1505967271956842795/9007199254740992
51, n020-end, 1507224809394090359/9007199254740992
37, n004-init, 1507408833418193575/9007199254740992
45, n004-init, 1507985868582371525/9007199254740992
25, n002-end, 754268775094352439/4503599627370496
73, n017-end, 1510548227179892531/9007199254740992
57, n017-init, 1510548227179892531/9007199254740992
24, n002-init, 1511304966149803121/9007199254740992
64, n020-init, 189147875806014479/1125899906842624
64, n020-end, 1513919463236263139/9007199254740992
23, n002-init, 94674480143894911/562949953421312
82, n028-end, 758272101509652953/4503599627370496
24, n002-end, 1517199096933904569/9007199254740992
73, n009-init, 1520262585085814771/9007199254740992
32, n004-end, 1521107132485309891/9007199254740992
23, n002-end, 95085811917867443/562949953421312
78, n004-end, 380377263359727995/2251799813685248
57, n017-end, 1527673322408213823/9007199254740992
52, n014-init, 1527673322408213823/9007199254740992
28, n004-init, 382253114854449801/2251799813685248
25, n004-init, 382289582851535869/2251799813685248
73, n020-init, 1530821243334155271/9007199254740992
73, n020-end, 1532133690934943429/9007199254740992
22, initial, 95820438196538249/562949953421312
82, final, 766649881673878119/4503599627370496
39, n004-init, 767137933377330375/4503599627370496
57, n009-init, 1534351685711270245/9007199254740992
52, n014-end, 11998045816997505/70368744177664
50, n017-init, 11998045816997505/70368744177664
24, n004-init, 1536013203735105947/9007199254740992
23, n004-init, 385474977023279169/2251799813685248
22, n002-init, 385650416471007793/2251799813685248
57, n020-init, 385768641091625281/2251799813685248
57, n020-end, 193317269217800737/1125899906842624
73, n009-end, 1546746198165893623/9007199254740992
51, n021-end, 773594314051098237/4503599627370496
64, n021-init, 773594314051098237/4503599627370496
22, n002-end, 387026643489777529/2251799813685248
56, n007-end, 1549901951309148219/9007199254740992
32, n004-init, 1551631736631179171/9007199254740992
64, n021-end, 776053425091308717/4503599627370496
73, n021-init, 776053425091308717/4503599627370496
57, n009-end, 1552760082171140309/9007199254740992
49, n004-end, 776935284142320419/4503599627370496
78, n004-init, 777218008079581537/4503599627370496
36, n004-end, 1557337859324396365/9007199254740992
44, n004-end, 780417895930318953/4503599627370496
42, n004-end, 97612771372166493/562949953421312
28, n004-end, 97773628522227287/562949953421312
50, n017-end, 48955372165320907/281474976710656
52, n016-init, 48955372165320907/281474976710656
52, n016-end, 48955372165320907/281474976710656
56, n014-init, 48955372165320907/281474976710656
22, n004-init, 391829215310673699/2251799813685248
64, n009-end, 1569389371717407247/9007199254740992
74, n028-end, 1570036207562056477/9007199254740992
51, n028-init, 1572068697785940985/9007199254740992
29, n004-end, 787344323180000759/4503599627370496
56, n014-end, 98527370760988905/562949953421312
44, n007-init, 788520627804665567/4503599627370496
50, n009-init, 394683116607602831/2251799813685248
50, n009-end, 394683116607602831/2251799813685248
21, initial, 98736819780475223/562949953421312
36, final, 1580745254384710853/9007199254740992
52, n011-init, 1581651122049795043/9007199254740992
49, n004-init, 1583971501618366975/9007199254740992
42, n004-init, 1585550166275477471/9007199254740992
50, n020-init, 793493270402731637/4503599627370496
21, n002-init, 1587059539190796815/9007199254740992
74, final, 1589486912854854671/9007199254740992
28, n004-init, 796174715648659383/4503599627370496
21, n002-end, 1593602806169231399/9007199254740992
44, n007-end, 796847355777328657/4503599627370496
56, n016-init, 1595571933646094825/9007199254740992
50, n020-end, 800719974944945053/4503599627370496
25, n004-end, 400475118146857933/2251799813685248
29, n004-init, 801415417433086615/4503599627370496
45, n004-end, 1609573295160990165/9007199254740992
56, n016-end, 1613177427210188431/9007199254740992
44, n014-init, 1613177427210188431/9007199254740992
21, n004-init, 1614165147007436125/9007199254740992
58, n027-end, 1614316450707902235/9007199254740992
71, n027-init, 1614316450707902235/9007199254740992
73, n021-end, 809368866090586933/4503599627370496
57, n021-init, 809368866090586933/4503599627370496
44, n014-end, 1621953361230461715/9007199254740992
33, n004-end, 406223796934758723/2251799813685248
45, final, 1626909942509918185/9007199254740992
34, n004-end, 814138290970777391/4503599627370496
25, n004-init, 814863181490681059/4503599627370496
20, initial, 50952219334024699/281474976710656
58, final, 1633975180657644387/9007199254740992
20, n002-init, 102339211946322587/562949953421312
56, n011-init, 1638991681649223655/9007199254740992
37, n004-end, 1639040493686941159/9007199254740992
44, n017-init, 1639853484697925963/9007199254740992
54, n004-end, 1642366468515655389/9007199254740992
20, n002-end, 51409374532844265/281474976710656
34, final, 1646894584035185401/9007199254740992
64, n027-init, 1648620226908820447/9007199254740992
52, n011-end, 1649353735248055707/9007199254740992
29, n004-end, 825311832307888383/4503599627370496
33, n004-init, 1653525053639949205/9007199254740992
73, n028-init, 1654022491246769459/9007199254740992
43, n004-end, 1654447228230836023/9007199254740992
31, n004-end, 1655636479977735905/9007199254740992
35, n004-end, 827858413536157909/4503599627370496
44, n017-end, 1657074027908044103/9007199254740992
50, n021-init, 51814927129173135/281474976710656
19, initial, 51814927129173135/281474976710656
18, initial, 103724958097587075/562949953421312
20, n004-init, 414946040486776421/2251799813685248
37, n007-init, 1659979790174055977/9007199254740992
37, n007-end, 1659979790174055977/9007199254740992
26, n004-end, 208097475216299417/1125899906842624
19, n002-init, 52127039689189363/281474976710656
44, n009-init, 1668219548633548835/9007199254740992
18, n002-init, 52150413478426535/281474976710656
52, final, 834590149081470451/4503599627370496
44, n020-init, 1670422597045796725/9007199254740992
37, n014-init, 417656429651120679/2251799813685248
54, n004-init, 1673371765678927839/9007199254740992
28, n004-end, 837553158520991671/4503599627370496
19, n002-end, 419560131827699835/2251799813685248
29, n004-init, 839451021998771023/4503599627370496
31, n004-init, 1679974256308087645/9007199254740992
37, n014-end, 52510966635676191/281474976710656
18, n002-end, 420379087163098853/2251799813685248
26, n007-init, 13136853888255327/70368744177664
43, n004-init, 1682233415676929005/9007199254740992
35, n004-init, 842709330881030901/4503599627370496
78, n004-end, 842773620227485865/4503599627370496
55, n004-end, 1687576639535614397/9007199254740992
17, initial, 105503743864239491/562949953421312
39, n004-end, 845170633184875847/4503599627370496
27, n004-end, 845201719514101447/4503599627370496
16, initial, 13209850540690867/70368744177664
44, n020-end, 1691555671461261141/9007199254740992
15, initial, 52915217405150203/281474976710656
19, n004-init, 423445869776091055/2251799813685248
18, n004-init, 1694972615269033579/9007199254740992
17, n002-init, 1696983549497980643/9007199254740992
28, final, 424299637683078519/2251799813685248
16, n002-init, 424800818107770953/2251799813685248
14, initial, 106269630380059271/562949953421312
37, n017-init, 850561204441693299/4503599627370496
15, n002-init, 1701344696478421849/9007199254740992
17, n002-end, 106362169486716771/562949953421312
13, initial, 53224982193425621/281474976710656
16, n002-end, 852425354898969537/4503599627370496
44, n009-end, 1705057350322278451/9007199254740992
56, n011-end, 1706665922169831887/9007199254740992
13, n002-init, 854498852004004771/4503599627370496
55, n007-init, 1709213752431931643/9007199254740992
14, n002-init, 1709299225844233863/9007199254740992
15, n002-end, 427459312220266611/2251799813685248
78, n004-init, 213977345823098809/1125899906842624
27, n007-init, 428377103276509847/2251799813685248
37, n017-end, 857663380355677619/4503599627370496
71, n027-end, 1717114715082335707/9007199254740992
16, n004-init, 859210341367785621/4503599627370496
39, n004-init, 859701368497340427/4503599627370496
17, n004-init, 859701424778392501/4503599627370496
13, n002-end, 860377685442617621/4503599627370496
14, n002-end, 1720810514815474077/9007199254740992
56, final, 215104626113245571/1125899906842624
37, n009-init, 107796342347067363/562949953421312
15, n004-init, 432352891110167557/2251799813685248
26, n007-end, 108135127852753787/562949953421312
37, n020-init, 866146071747836051/4503599627370496
71, final, 866942105973265671/4503599627370496
14, n004-init, 434042290780951455/2251799813685248
37, n020-end, 434137995160413219/2251799813685248
13, n004-init, 434375496721349953/2251799813685248
47, n004-end, 868917512779396677/4503599627370496
31, n004-end, 1739372321865469661/9007199254740992
50, n021-end, 108731756330018701/562949953421312
44, n021-init, 108731756330018701/562949953421312
37, n009-end, 434967099107087699/2251799813685248
22, n004-end, 435029724520247539/2251799813685248
32, n004-end, 1740946671863191203/9007199254740992
25, n004-end, 870497678911462099/4503599627370496
26, n014-init, 871560830882038715/4503599627370496
12, initial, 27272101558010487/140737488355328
35, n004-end, 872975006564837665/4503599627370496
37, n021-init, 1747705095304563145/9007199254740992
27, n007-end, 437517106288723309/2251799813685248
26, n014-end, 1750929988560083763/9007199254740992
51, n028-end, 1752929655941438201/9007199254740992
23, n004-end, 438466491966741569/2251799813685248
12, n002-init, 438783122508294885/2251799813685248
55, n007-end, 1755405994544010651/9007199254740992
11, initial, 54903736179495635/281474976710656
22, n007-init, 439311383419390953/2251799813685248
27, n014-init, 879933761826072985/4503599627370496
32, final, 1760968735046553957/9007199254740992
57, n021-end, 880566781758979829/4503599627370496
50, n027-init, 880820570669288653/4503599627370496
73, n028-end, 1762948353274203219/9007199254740992
55, n014-init, 1763251115500334523/9007199254740992
11, n002-init, 1764511945764043283/9007199254740992
11, n002-end, 220611658545714113/1125899906842624
35, n007-init, 882823864411703721/4503599627370496
31, n004-init, 1765983631533170043/9007199254740992
47, n004-init, 441567930527108089/2251799813685248
25, n004-init, 441600516813426735/2251799813685248
24, n004-end, 1767485884718970459/9007199254740992
18, n004-end, 1767556680103401131/9007199254740992
43, n004-end, 1767573025735898013/9007199254740992
51, final, 1768258660789421819/9007199254740992
12, n002-end, 221140600948859313/1125899906842624
27, n014-end, 442383737976229977/2251799813685248
26, n017-init, 1771193640456928797/9007199254740992
55, n014-end, 885642167723392667/4503599627370496
22, n007-end, 221647200264957075/1125899906842624
23, final, 221880737101875593/1125899906842624
73, final, 443907991660374785/2251799813685248
26, n017-end, 1777238414641972713/9007199254740992
22, n014-init, 890789032829032721/4503599627370496
64, n027-end, 1781948393157198511/9007199254740992
26, n009-init, 1784568816603090959/9007199254740992
26, n009-end, 1784568816603090959/9007199254740992
11, n004-init, 892501346716368813/4503599627370496
10, initial, 27937685947800103/140737488355328
55, n017-init, 447135875441989855/2251799813685248
26, n021-init, 1788745492437573273/9007199254740992
57, n028-init, 1791557472563414911/9007199254740992
12, n004-init, 895856958999451119/4503599627370496
26, n020-init, 1792893591032253021/9007199254740992
19, n004-end, 448267571712334231/2251799813685248
22, n014-end, 896555213771354273/4503599627370496
27, n017-init, 896555213771354273/4503599627370496
78, n004-end, 224230150662777933/1125899906842624
18, n004-init, 1794046621261184121/9007199254740992
43, n004-init, 897266916461499227/4503599627370496
24, n004-init, 224395297101388385/1125899906842624
55, n017-end, 897701247722143075/4503599627370496
10, n002-init, 449246053709483889/2251799813685248
26, n020-end, 224768208537100415/1125899906842624
17, n004-end, 899524639591404933/4503599627370496
9, initial, 14069525561240817/70368744177664
64, final, 1802218519906850621/9007199254740992
55, n009-init, 1802247700477529055/9007199254740992
21, n004-end, 1802332204766423965/9007199254740992
35, n007-end, 901663415409868569/4503599627370496
39, n004-end, 903588361398114347/4503599627370496
22, n017-init, 1807305871353255793/9007199254740992
10, n002-end, 226091526623559959/1125899906842624
55, n020-init, 1809418972677374853/9007199254740992
20, n004-end, 452570102565747565/2251799813685248
9, n002-init, 905438657867605155/4503599627370496
11, n004-end, 906695521805937501/4503599627370496
9, n002-end, 1814092747169750325/9007199254740992
19, n004-init, 1814852120829822057/9007199254740992
22, n017-end, 1815015132074582379/9007199254740992
35, n014-init, 1815015132074582379/9007199254740992
55, n009-end, 1816028889624330121/9007199254740992
44, n021-end, 14192271287378505/70368744177664
55, n021-init, 14192271287378505/70368744177664
27, n017-end, 909915278376486593/4503599627370496
55, n020-end, 1820072506926363481/9007199254740992
78, n004-init, 1820191133919658693/9007199254740992
12, n004-end, 910317431934986223/4503599627370496
22, n009-init, 1822542977696066135/9007199254740992
22, n009-end, 1822542977696066135/9007199254740992
21, final, 1822660008107351391/9007199254740992
39, final, 1823496217669129137/9007199254740992
35, n014-end, 1824512475932834401/9007199254740992
10, n004-init, 456767245765517055/2251799813685248
14, n004-end, 456784072783287975/2251799813685248
27, n009-init, 1828803827951614745/9007199254740992
20, final, 228621220092620969/1125899906842624
9, n004-init, 228715223550892469/1125899906842624
22, n020-init, 1833460365011044467/9007199254740992
37, n021-end, 1833649504921284761/9007199254740992
22, n021-init, 1833649504921284761/9007199254740992
17, n004-init, 229212642152776771/1125899906842624
31, n004-end, 1833871612892093275/9007199254740992
49, n004-end, 1836694507515971711/9007199254740992
11, n004-init, 918795465019302669/4503599627370496
27, n021-init, 918795465019302669/4503599627370496
27, n020-init, 459624535718749187/2251799813685248
27, n020-end, 459624535718749187/2251799813685248
22, n020-end, 919265823683728105/4503599627370496
44, n028-init, 920951704219115141/4503599627370496
42, n004-end, 1845695464646958975/9007199254740992
12, n004-init, 922869580649918569/4503599627370496
35, n017-init, 1846300560045121655/9007199254740992
31, n007-init, 1851087328617979479/9007199254740992
8, initial, 115742746510447417/562949953421312
15, n004-end, 463587628843793769/2251799813685248
49, n004-init, 927689587476610811/4503599627370496
14, n004-init, 928282962623343349/4503599627370496
8, n002-init, 932014798895654021/4503599627370496
26, n021-end, 1865177331357939993/9007199254740992
16, n004-end, 933091713110813509/4503599627370496
37, n027-init, 1866436498154454697/9007199254740992
42, n007-init, 1866625841977851287/9007199254740992
35, n017-end, 1869353667162864971/9007199254740992
10, n004-end, 467377276127639207/2251799813685248
15, n007-init, 1870042760122651971/9007199254740992
27, n021-end, 935531379797491929/4503599627370496
27, n009-end, 1873886368956003321/9007199254740992
8, n002-end, 936967552867089847/4503599627370496
35, n009-init, 1876176371213134913/9007199254740992
7, initial, 58667775095935563/281474976710656
50, n027-end, 939202534078743341/4503599627370496
31, n007-end, 1879050941615919575/9007199254740992
10, final, 942105285490208937/4503599627370496
35, n021-init, 14723446723390509/70368744177664
7, n002-init, 471374277081049275/2251799813685248
35, n020-init, 1885812768682186999/9007199254740992
35, n020-end, 117957736983139535/562949953421312
22, n021-end, 1890588529272063297/9007199254740992
6, initial, 59090424587164999/281474976710656
18, n004-end, 1891032810172510873/9007199254740992
9, n004-end, 59175060199552295/281474976710656
8, n004-init, 236793970499200595/1125899906842624
54, n004-end, 1894367632777647807/9007199254740992
17, n004-end, 236883634657076005/1125899906842624
31, n014-init, 1895161929805670635/9007199254740992
7, n002-end, 947740783540611985/4503599627370496
16, n004-init, 237010297436906517/1125899906842624
55, n021-end, 29627838576236787/140737488355328
5, initial, 118519863393909265/562949953421312
50, final, 949055314973783143/4503599627370496
6, n002-init, 949606453056973139/4503599627370496
31, n014-end, 1903100947046769589/9007199254740992
5, n002-init, 1903934724029250211/9007199254740992
33, n004-end, 1907405664785773269/9007199254740992
17, final, 954079514980858329/4503599627370496
6, n002-end, 238578398615869243/1125899906842624
42, n007-end, 1910916445895071639/9007199254740992
5, n002-end, 956179065474045787/4503599627370496
15, n007-end, 1913035214736317355/9007199254740992
54, n007-init, 1915695861210506531/9007199254740992
7, n004-init, 479008281849324937/2251799813685248
9, n004-init, 958251275861458155/4503599627370496
18, n004-init, 1918085602556769517/9007199254740992
57, n028-end, 1918422072626590847/9007199254740992
26, n028-init, 1918422072626590847/9007199254740992
31, n017-init, 1919157376222134439/9007199254740992
13, n004-end, 479873584834821257/2251799813685248
35, n021-end, 120041620910607789/562949953421312
29, n004-end, 960377130557299935/4503599627370496
33, n007-init, 1922683174349920105/9007199254740992
4, initial, 120234901953082103/562949953421312
54, n007-end, 1924823563297549729/9007199254740992
35, n009-end, 1925191941159959073/9007199254740992
14, n004-end, 963065973913384093/4503599627370496
33, n007-end, 1928648871566355877/9007199254740992
6, n004-init, 965920819005728431/4503599627370496
3, initial, 120782239088741867/562949953421312
4, n002-init, 60473558677926491/281474976710656
4, n002-end, 60473558677926491/281474976710656
29, final, 60488079980122169/281474976710656
5, n004-init, 484054970762856461/2251799813685248
13, n007-init, 484209808260074591/2251799813685248
57, final, 1938820499496161631/9007199254740992
47, n004-end, 485099184093316017/2251799813685248
2, initial, 121284713719680279/562949953421312
3, n002-init, 486159345426308937/2251799813685248
14, n007-init, 1945289108913570439/9007199254740992
1, initial, 121689515490656675/562949953421312
2, n002-init, 974569912488487685/4503599627370496
37, n027-end, 1950269203778105529/9007199254740992
4, n004-init, 1951228624921722491/9007199254740992
7, n004-end, 487868528648224829/2251799813685248
31, n017-end, 1954389658436728199/9007199254740992
42, n014-init, 1954389658436728199/9007199254740992
3, n002-end, 978429364084022377/4503599627370496
1, n002-init, 978595377499379993/4503599627370496
43, n004-end, 978664210514656923/4503599627370496
1, n002-end, 490049520817145233/2251799813685248
42, n014-end, 1961988307539518251/9007199254740992
15, n014-init, 1961988307539518251/9007199254740992
31, n009-init, 981222575326497183/4503599627370496
2, n002-end, 981834799903478517/4503599627370496
47, n004-init, 122929213019671053/562949953421312
37, final, 984299184494578709/4503599627370496
12, n004-end, 984975480519253369/4503599627370496
15, n014-end, 1971717711532324891/9007199254740992
54, n014-init, 1971717711532324891/9007199254740992
3, n004-init, 1973956510265105615/9007199254740992
31, n021-init, 1974086699181704925/9007199254740992
1, n004-init, 987179135685162981/4503599627370496
31, n020-init, 1974613751438961617/9007199254740992
31, n020-end, 1974943686994536321/9007199254740992
43, n007-init, 988165262989180435/4503599627370496
7, n004-init, 1976413931130038501/9007199254740992
14, n007-end, 1976727814903134363/9007199254740992
13, n007-end, 494432801245480771/2251799813685248
31, n009-end, 989812234525276241/4503599627370496
54, n014-end, 1981722817832372565/9007199254740992
33, n014-init, 1981722817832372565/9007199254740992
2, n004-init, 1981870460749370317/9007199254740992
8, n004-end, 247870292307741619/1125899906842624
19, n004-end, 1989371109990056169/9007199254740992
12, n007-init, 1989430620648661277/9007199254740992
12, n007-end, 1989430620648661277/9007199254740992
33, n014-end, 1990495896283195289/9007199254740992
42, n017-init, 1990495896283195289/9007199254740992
25, n004-end, 499359249588447759/2251799813685248
42, n017-end, 2000554932383060293/9007199254740992
13, n014-init, 2000554932383060293/9007199254740992
16, n004-end, 250190250631392301/1125899906842624
13, n014-end, 1004422886126058579/4503599627370496
14, n014-init, 1004422886126058579/4503599627370496
42, n009-init, 2009150107862075697/9007199254740992
8, n004-init, 1005539663652022175/4503599627370496
43, n007-end, 1005637344388952567/4503599627370496
24, n004-end, 251444929773291741/1125899906842624
42, n021-init, 503893532424546501/2251799813685248
19, n004-init, 2015620397496964997/9007199254740992
14, n014-end, 2016954224114375967/9007199254740992
15, n017-init, 2016954224114375967/9007199254740992
25, final, 1009567010695700971/4503599627370496
42, n020-init, 252430816001598521/1125899906842624
42, n020-end, 2025343315468896109/9007199254740992
16, n004-init, 253688987586179155/1125899906842624
15, n017-end, 2030571709515790991/9007199254740992
54, n017-init, 2030571709515790991/9007199254740992
11, n004-end, 1016935476155161741/4503599627370496
44, n028-end, 1018009680508502181/4503599627370496
27, n028-init, 1018009680508502181/4503599627370496
1, n004-end, 1018784812402097565/4503599627370496
24, n004-init, 2038843066382153579/9007199254740992
15, n009-init, 2041807497268164981/9007199254740992
5, n004-end, 511162699869952897/2251799813685248
42, n009-end, 2048010051521787689/9007199254740992
1, n007-init, 1025536462933651087/4503599627370496
15, n020-init, 2051299371464796229/9007199254740992
15, n020-end, 2051299371464796229/9007199254740992
49, n004-end, 1025725025029122331/4503599627370496
15, n021-init, 2052536650109448617/9007199254740992
54, n017-end, 2053102379575385431/9007199254740992
12, n014-init, 2053102379575385431/9007199254740992
18, n004-end, 2053637556229150573/9007199254740992
44, final, 128483446390688263/562949953421312
19, n004-end, 2056873730371648933/9007199254740992
54, n009-init, 2061994028086288881/9007199254740992
12, n014-end, 2062392647243081729/9007199254740992
33, n017-init, 2062392647243081729/9007199254740992
9, n004-end, 1031694897720705643/4503599627370496
11, n004-init, 515912334242493307/2251799813685248
54, n021-init, 1034132927790510563/4503599627370496
42, n021-end, 517532057141627817/2251799813685248
31, n021-end, 2072287902485888237/9007199254740992
54, n020-init, 2073068902142173643/9007199254740992
1, n007-end, 1037258306190578471/4503599627370496
15, n021-end, 2075882842510912497/9007199254740992
49, n004-init, 1038277150197956125/4503599627370496
5, n004-init, 259649544489050055/1125899906842624
18, n004-init, 2080490211661620407/9007199254740992
6, n004-end, 1041018162648146351/4503599627370496
54, n009-end, 2083979102368362369/9007199254740992
78, n004-end, 2084645836702578469/9007199254740992
19, n004-init, 2085093981008973049/9007199254740992
54, n020-end, 2085607307185727595/9007199254740992
15, n009-end, 2089314301536599093/9007199254740992
33, n017-end, 2089876939535880241/9007199254740992
43, n014-init, 2089876939535880241/9007199254740992
9, n004-init, 261278170039738529/1125899906842624
