1000, initial, 0
992, t2-end, 185370273080131123/2251799813685248
992, t3-init, 185370273080131123/2251799813685248
976, t7-end, 371933420346641747/4503599627370496
976, t5-init, 371933420346641747/4503599627370496
957, initial, 93285484422277819/1125899906842624
957, t1-init, 93285484422277819/1125899906842624
975, t10-end, 748002200829563881/9007199254740992
971, t11-init, 748002200829563881/9007199254740992
966, t2-end, 748386643163187615/9007199254740992
966, t2-init, 748386643163187615/9007199254740992
992, t3-end, 187121660099063251/2251799813685248
992, t6-init, 187121660099063251/2251799813685248
999, t2-end, 188398759880383163/2251799813685248
999, final, 188398759880383163/2251799813685248
992, t6-end, 11838555796123567/140737488355328
992, t8-init, 11838555796123567/140737488355328
957, t1-end, 11861290927278767/140737488355328
957, t2-init, 11861290927278767/140737488355328
973, t8-end, 379960437193399611/4503599627370496
973, t4-init, 379960437193399611/4503599627370496
973, t9-init, 379960437193399611/4503599627370496
973, t10-init, 379960437193399611/4503599627370496
970, t2-end, 382337436181058921/4503599627370496
970, t2-init, 382337436181058921/4503599627370496
973, t9-end, 96193792484198705/1125899906842624
962, t2-end, 772561607100038663/9007199254740992
962, t2-init, 772561607100038663/9007199254740992
964, t2-end, 193387559519466997/2251799813685248
964, t2-init, 193387559519466997/2251799813685248
980, t2-end, 386805424075853331/4503599627370496
980, final, 386805424075853331/4503599627370496
968, t2-end, 193470045689370561/2251799813685248
968, t2-init, 193470045689370561/2251799813685248
992, t8-end, 97181716895727879/1125899906842624
992, t4-init, 97181716895727879/1125899906842624
992, t9-init, 97181716895727879/1125899906842624
992, t10-init, 97181716895727879/1125899906842624
973, t4-end, 389423196645850033/4503599627370496
977, t2-end, 782698114762694605/9007199254740992
977, t2-init, 782698114762694605/9007199254740992
956, initial, 98810068108008067/1125899906842624
956, t1-init, 98810068108008067/1125899906842624
989, t11-end, 396006485828447537/4503599627370496
975, t11-init, 396006485828447537/4503599627370496
989, final, 396006485828447537/4503599627370496
967, t2-end, 198808100221141603/2251799813685248
967, t2-init, 198808100221141603/2251799813685248
992, t9-end, 49725569528239979/562949953421312
955, initial, 99622900037343503/1125899906842624
955, t1-init, 99622900037343503/1125899906842624
956, t1-end, 200455112898397841/2251799813685248
956, t2-init, 200455112898397841/2251799813685248
955, t1-end, 201184462490933285/2251799813685248
955, t2-init, 201184462490933285/2251799813685248
976, t5-end, 402440353862486747/4503599627370496
976, final, 402440353862486747/4503599627370496
992, t4-end, 25168910273483849/281474976710656
954, initial, 101179229674689313/1125899906842624
954, t1-init, 101179229674689313/1125899906842624
957, t2-end, 101297925119063125/1125899906842624
957, t2-init, 101297925119063125/1125899906842624
973, t10-end, 406309657797591083/4503599627370496
992, t10-end, 25541049359408479/281474976710656
954, t1-end, 411053092832516993/4503599627370496
954, t2-init, 411053092832516993/4503599627370496
982, t2-end, 823729691805094339/9007199254740992
982, final, 823729691805094339/9007199254740992
964, t2-end, 207194380005085549/2251799813685248
964, final, 207194380005085549/2251799813685248
967, t2-end, 208501287771123669/2251799813685248
967, t2-init, 208501287771123669/2251799813685248
961, t2-end, 104336036919233341/1125899906842624
961, final, 104336036919233341/1125899906842624
969, t2-end, 209032975041983649/2251799813685248
969, t2-init, 209032975041983649/2251799813685248
953, initial, 104918863944119603/1125899906842624
953, t1-init, 104918863944119603/1125899906842624
956, t2-end, 210661440589922501/2251799813685248
973, t11-init, 210661440589922501/2251799813685248
956, final, 210661440589922501/2251799813685248
990, t2-end, 847598147544396305/9007199254740992
990, t2-init, 847598147544396305/9007199254740992
955, t2-end, 212066262572569109/2251799813685248
955, t3-init, 212066262572569109/2251799813685248
991, t11-end, 424145211820026715/4503599627370496
992, t11-init, 424145211820026715/4503599627370496
991, final, 424145211820026715/4503599627370496
981, t11-end, 424250568636019195/4503599627370496
981, final, 424250568636019195/4503599627370496
993, t2-end, 424960867337213593/4503599627370496
993, final, 424960867337213593/4503599627370496
963, t2-end, 425089086781519789/4503599627370496
963, t2-init, 425089086781519789/4503599627370496
953, t1-end, 425522725983434299/4503599627370496
953, t2-init, 425522725983434299/4503599627370496
952, initial, 106803659956794875/1125899906842624
952, t1-init, 106803659956794875/1125899906842624
994, t2-end, 214206039963722915/2251799813685248
994, t3-init, 214206039963722915/2251799813685248
951, initial, 108428438627600953/1125899906842624
951, t1-init, 108428438627600953/1125899906842624
952, t1-end, 108900378586446739/1125899906842624
952, t2-init, 108900378586446739/1125899906842624
955, t3-end, 108912758784544783/1125899906842624
955, t6-init, 108912758784544783/1125899906842624
970, t2-end, 435965579967846409/4503599627370496
970, t2-init, 435965579967846409/4503599627370496
951, t1-end, 54753012227090855/562949953421312
951, t2-init, 54753012227090855/562949953421312
955, t6-end, 878845520531602437/9007199254740992
955, t8-init, 878845520531602437/9007199254740992
978, t2-end, 439992602602109059/4503599627370496
978, final, 439992602602109059/4503599627370496
971, t11-end, 880741296246681881/9007199254740992
971, final, 880741296246681881/9007199254740992
965, t2-end, 443400914050921871/4503599627370496
965, t2-init, 443400914050921871/4503599627370496
959, t2-end, 444288828054813647/4503599627370496
959, t3-init, 444288828054813647/4503599627370496
955, t8-end, 889175822977927829/9007199254740992
955, t4-init, 889175822977927829/9007199254740992
955, t9-init, 889175822977927829/9007199254740992
955, t10-init, 889175822977927829/9007199254740992
955, t9-end, 895163560142865297/9007199254740992
977, t2-end, 895253607873811357/9007199254740992
977, t2-init, 895253607873811357/9007199254740992
994, t3-end, 224123686355373147/2251799813685248
994, t6-init, 224123686355373147/2251799813685248
960, t2-end, 448969157999201215/4503599627370496
960, t2-init, 448969157999201215/4503599627370496
990, t2-end, 899097259643340665/9007199254740992
990, t3-init, 899097259643340665/9007199254740992
950, initial, 112888131794907291/1125899906842624
950, t1-init, 112888131794907291/1125899906842624
949, initial, 113063685626791423/1125899906842624
949, t1-init, 113063685626791423/1125899906842624
975, t11-end, 452290222171510305/4503599627370496
975, final, 452290222171510305/4503599627370496
994, t6-end, 453540049698076751/4503599627370496
994, t8-init, 453540049698076751/4503599627370496
950, t1-end, 113656425492060065/1125899906842624
950, t2-init, 113656425492060065/1125899906842624
949, t1-end, 28490717536049749/281474976710656
949, t2-init, 28490717536049749/281474976710656
955, t10-end, 914363603986449905/9007199254740992
955, t11-init, 914363603986449905/9007199254740992
994, t8-end, 457381600344900383/4503599627370496
994, t4-init, 457381600344900383/4503599627370496
994, t9-init, 457381600344900383/4503599627370496
994, t10-init, 457381600344900383/4503599627370496
962, t2-end, 914786814556272231/9007199254740992
962, final, 914786814556272231/9007199254740992
948, initial, 114353293741105439/1125899906842624
948, t1-init, 114353293741105439/1125899906842624
955, t4-end, 921405366922385549/9007199254740992
959, t3-end, 461146015793839797/4503599627370496
959, t6-init, 461146015793839797/4503599627370496
952, t2-end, 115397350221884895/1125899906842624
952, final, 115397350221884895/1125899906842624
965, t2-end, 462401826058779363/4503599627370496
965, t3-init, 462401826058779363/4503599627370496
965, t3-end, 462401826058779363/4503599627370496
965, t6-init, 462401826058779363/4503599627370496
948, t1-end, 231619798757313125/2251799813685248
948, t2-init, 231619798757313125/2251799813685248
994, t4-end, 464786078311549017/4503599627370496
959, t6-end, 465879310931518135/4503599627370496
959, t8-init, 465879310931518135/4503599627370496
994, t9-end, 465926690514468265/4503599627370496
958, t2-end, 116562730150522895/1125899906842624
958, t2-init, 116562730150522895/1125899906842624
965, t6-end, 467360782905378595/4503599627370496
965, t7-init, 467360782905378595/4503599627370496
965, t7-end, 14720341938768421/140737488355328
965, t5-init, 14720341938768421/140737488355328
990, t3-end, 945044675265717617/9007199254740992
990, t6-init, 945044675265717617/9007199254740992
966, t2-end, 945551892977661695/9007199254740992
966, t2-init, 945551892977661695/9007199254740992
947, initial, 118565966906972287/1125899906842624
947, t1-init, 118565966906972287/1125899906842624
946, initial, 118871805781567449/1125899906842624
946, t1-init, 118871805781567449/1125899906842624
990, t6-end, 954565553157840709/9007199254740992
990, t8-init, 954565553157840709/9007199254740992
951, t2-end, 59691850981449505/562949953421312
951, final, 59691850981449505/562949953421312
945, initial, 119431291071471813/1125899906842624
945, t1-init, 119431291071471813/1125899906842624
945, t1-end, 119431291071471813/1125899906842624
945, t2-init, 119431291071471813/1125899906842624
947, t1-end, 239548553707984529/2251799813685248
947, t2-init, 239548553707984529/2251799813685248
977, t2-end, 958518464071253685/9007199254740992
977, t2-init, 958518464071253685/9007199254740992
944, initial, 120143043487384057/1125899906842624
944, t1-init, 120143043487384057/1125899906842624
946, t1-end, 481608516234695635/4503599627370496
946, t2-init, 481608516234695635/4503599627370496
990, t8-end, 963250359648359163/9007199254740992
990, t4-init, 963250359648359163/9007199254740992
990, t9-init, 963250359648359163/9007199254740992
990, t10-init, 963250359648359163/9007199254740992
990, t4-end, 963250359648359163/9007199254740992
990, t9-end, 965565465265147361/9007199254740992
994, t10-end, 485359464534193375/4503599627370496
994, t11-init, 485359464534193375/4503599627370496
959, t8-end, 485945325402045843/4503599627370496
959, t4-init, 485945325402045843/4503599627370496
959, t9-init, 485945325402045843/4503599627370496
959, t10-init, 485945325402045843/4503599627370496
967, t2-end, 243915928908903125/2251799813685248
967, t2-init, 243915928908903125/2251799813685248
959, t9-end, 488257909353341567/4503599627370496
944, t1-end, 30531156041072617/281474976710656
944, t2-init, 30531156041072617/281474976710656
943, initial, 122744283588588925/1125899906842624
943, t1-init, 122744283588588925/1125899906842624
953, t2-end, 492612894668368851/4503599627370496
953, t2-init, 492612894668368851/4503599627370496
957, t2-end, 123965499058539645/1125899906842624
957, t2-init, 123965499058539645/1125899906842624
965, t5-end, 31010033536438269/281474976710656
965, final, 31010033536438269/281474976710656
968, t2-end, 248649094079835625/2251799813685248
968, t2-init, 248649094079835625/2251799813685248
943, t1-end, 497713587275527377/4503599627370496
